wet_name,effect_type,gain_level,sisdr_wet,sisdr_restored,sisdr_improvement,l1_wet,l1_restored,mrstft_wet,mrstft_restored,mcd_wet,mcd_restored
dataset4_Career_SG_slow_jazz_jazz_1_160BPM_plexi_bass5p0_middle5p0_presence5p0_treble5p0_volume_12p0_amp_chorus_reverb_12_wet,amp_chorus_reverb,unknown,-16.89407850082523,-1.571934639462234,15.322143861362996,0.076716445,0.054870754,2.0535261631011963,1.5859414339065552,136.24238713625732,43.844479284587685
dataset4_Career_SG_slow_jazz_jazz_1_160BPM_reverb_only_4_wet,reverb_only,unknown,17.55156859797141,17.989519817850127,0.4379512198787161,0.044060584,0.008568572,1.5374155044555664,0.9114641547203064,64.34894098352339,37.08738464295745
dataset4_Career_SG_slow_latin_latin_4_130BPM_blackpanel_v10.0_t5.0_b7.0_comp_amp_reverb_3_wet,comp_amp_reverb,cranked,-0.17932482681069417,6.400578687211853,6.579903514022547,0.08747209,0.046083715,2.271336317062378,1.1058154106140137,117.66092548090857,53.413827036236675
dataset4_Career_SG_slow_latin_latin_4_130BPM_blackpanel_v2.0_t5.0_b5.0_comp_amp_delay_reverb_11_wet,comp_amp_delay_reverb,clean,0.5081703016631407,6.385028861554353,5.876858559891213,0.08988085,0.046946827,2.55414080619812,1.3130935430526733,118.36679424395459,56.325902755734546
dataset4_Career_SG_slow_latin_latin_4_130BPM_blackpanel_v5.5_t8.0_b5.0_wet,nam_only,breakup,0.6917734608526831,9.036558503144086,8.344785042291402,0.08864759,0.03412195,2.177877426147461,1.0131596326828003,113.41281119320276,43.16984478258014
dataset4_Career_SG_slow_latin_latin_4_130BPM_chime_bass3p0_cut3p0_treble8p0_volume3p0_amp_slapback_room_11_wet,amp_slapback_room,unknown,0.21208941753786795,7.526853257995636,7.314763840457768,0.08348629,0.048868034,2.1582553386688232,1.1412652730941772,113.89250825205579,54.8991866139216
dataset4_Career_SG_slow_latin_latin_4_130BPM_chime_bass5p0_cut5p0_treble5p0_volume5p0_wet,unknown,unknown,0.3479995818611564,7.974222121165575,7.626222539304418,0.090285875,0.039586376,2.2211835384368896,1.0452207326889038,112.4905980011903,45.090448370381075
dataset4_Career_SG_slow_latin_latin_4_130BPM_chime_bass7p0_cut7p0_treble3p0_volume4p5_amp_chorus_reverb_7_wet,amp_chorus_reverb,unknown,-2.602958031571079,2.2480453844983654,4.851003416069444,0.09554412,0.06180967,2.292320966720581,1.1233817338943481,115.13414476344036,55.880241170318726
dataset4_Career_SG_slow_latin_latin_4_130BPM_delay_only_2_wet,delay_only,unknown,11.746192415769734,12.591397007595893,0.8452045918261586,0.03181122,0.024132166,1.476165771484375,1.070766806602478,81.12810342219115,48.883456352174626
dataset4_Career_SG_slow_pop_pop_4_100BPM_blackpanel_v7.0_t5.0_b5.0_comp_amp_reverb_7_wet,comp_amp_reverb,crunch,0.3438234278957874,8.3388019465614,7.994978518665612,0.021520525,0.020353025,2.025942802429199,1.3225908279418945,130.0635892538455,45.19244209618333
dataset4_Career_SG_slow_pop_pop_4_100BPM_chime_bass5p0_cut5p0_treble5p0_volume2p0_wet,unknown,unknown,2.2739291003778854,9.653418013346695,7.379488912968809,0.018868314,0.012767132,1.5547860860824585,0.9232769012451172,74.89314429686847,46.419962881872266
dataset4_Career_SG_slow_pop_pop_4_100BPM_delay_only_1_wet,delay_only,unknown,7.485572297017093,12.046602392670028,4.561030095652935,0.015428111,0.007076192,1.6019673347473145,1.0361087322235107,108.05383720438897,50.75543042716163
dataset4_Career_SG_slow_pop_pop_4_100BPM_plexi_bass5p0_middle3p0_presence7p0_treble7p0_volume_13p0_amp_reverb_8_wet,amp_reverb,unknown,-3.5017773991683345,5.8490737470616425,9.350851146229978,0.029450675,0.024887903,1.7184101343154907,1.5299478769302368,123.79166363967393,47.22281769155202
dataset4_Career_SG_slow_pop_pop_4_100BPM_reverb_only_10_wet,reverb_only,unknown,13.526621161759643,15.451361692732997,1.924740530973354,0.017267633,0.005142481,1.0914136171340942,0.6282965540885925,53.775205647652164,36.532150940291366
dataset4_Career_SG_slow_reggae_ska_reggae_4_100BPM_blackpanel_v4.5_t3.0_b7.0_wet,nam_only,breakup,-1.504102946414319,5.440146909538035,6.944249855952354,0.014709008,0.009990255,1.8486052751541138,0.9342561364173889,81.38704398578273,32.602515653227584
dataset4_Career_SG_slow_reggae_ska_reggae_4_100BPM_chime_bass5p0_cut5p0_treble5p0_volume7p0_amp_delay_reverb_4_wet,amp_delay_reverb,unknown,-6.289189075829267,4.219158782260329,10.508347858089596,0.02231198,0.0120047545,2.4832165241241455,1.1455917358398438,147.36505943404913,39.79903849770311
dataset4_Career_SG_slow_reggae_ska_reggae_4_100BPM_chime_bass5p0_cut5p0_treble5p0_volume7p0_wet,unknown,unknown,-5.194296783934446,5.203172621463235,10.39746940539768,0.01814363,0.009799369,2.1546783447265625,0.9032955765724182,99.04523131378629,26.48324190519956
dataset4_Career_SG_slow_reggae_ska_reggae_4_100BPM_chorus_reverb_11_wet,chorus_reverb,unknown,2.2296982179342955,4.115538648249206,1.8858404303149108,0.014848014,0.010077328,1.2442941665649414,1.0558332204818726,78.96821849398859,40.17704811335152
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_blackpanel_v7.0_t3.0_b5.0_amp_delay_reverb_2_wet,amp_delay_reverb,crunch,-3.743503332915524,4.177953843029253,7.921457175944777,0.07765503,0.05064071,2.3774898052215576,1.3314589262008667,126.80222923775449,43.89471134173127
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_blackpanel_v9.0_t5.0_b5.0_wet,nam_only,cranked,-1.9343055001435727,7.3883664379314675,9.32267193807504,0.07524637,0.034515105,1.963674545288086,0.8976266980171204,98.40902016005948,44.24103703267899
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_chime_bass3p0_cut3p0_treble8p0_volume7p0_amp_slapback_room_9_wet,amp_slapback_room,unknown,-6.30460783379683,4.479919354237064,10.784527188033895,0.083541125,0.057040073,2.1077139377593994,1.0584969520568848,109.35366139548479,49.19200050062921
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_chime_bass3p0_cut3p0_treble8p0_volume7p0_comp_amp_delay_reverb_8_wet,comp_amp_delay_reverb,unknown,-7.60604815357979,4.2970065750693776,11.903054728649167,0.085374855,0.05912928,2.263228178024292,1.1344870328903198,118.01610195320715,47.19453171610844
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_chime_bass5p0_cut5p0_treble3p0_volume7p0_amp_reverb_0_wet,amp_reverb,unknown,-6.815841206331169,5.769492986868353,12.585334193199522,0.08363318,0.05878806,2.1326897144317627,1.1086196899414062,109.78756794992923,47.53608754899447
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_chime_bass5p0_cut5p0_treble5p0_volume7p0_wet,unknown,unknown,-6.376109371871901,6.136824297901839,12.51293366977374,0.08354545,0.04203251,2.091294288635254,0.9079098105430603,106.61790945648511,45.39481179312831
dataset4_Ibanez_2820_fast_classical_classical_4_80BPM_reverb_only_7_wet,reverb_only,unknown,14.670261287365706,15.093009677994695,0.42274839062898906,0.040872987,0.01787958,0.8725578188896179,0.6595844626426697,28.274974958671844,31.766236646109434
dataset4_Ibanez_2820_fast_jazz_jazz_2_200BPM_blackpanel_v5.5_t8.0_b5.0_comp_amp_delay_reverb_6_wet,comp_amp_delay_reverb,breakup,-1.2926719799694875,7.760817251201313,9.0534892311708,0.062890485,0.032055918,2.425112724304199,0.9635379314422607,131.44251888197212,34.74939287000846
dataset4_Ibanez_2820_fast_jazz_jazz_2_200BPM_blackpanel_v5.5_t8.0_b5.0_wet,nam_only,breakup,-0.5605945949700887,9.350462572561561,9.91105716753165,0.062497918,0.024502434,1.954071044921875,0.7839664816856384,92.61415884290537,29.648666065142393
dataset4_Ibanez_2820_fast_jazz_jazz_2_200BPM_blackpanel_v9.0_t5.0_b5.0_amp_slapback_room_4_wet,amp_slapback_room,cranked,-0.9361203903197807,8.123350248738996,9.059470639058777,0.061035857,0.031030063,1.9456300735473633,0.8975966572761536,94.92382278628466,34.047979658754635
dataset4_Ibanez_2820_fast_latin_latin_6_140BPM_blackpanel_v2.0_t5.0_b5.0_wet,nam_only,clean,0.05621663642647035,10.092902258761479,10.036685622335009,0.041464034,0.015681285,1.8154889345169067,0.9862021803855896,63.92292704201709,32.16602090046462
dataset4_Ibanez_2820_fast_latin_latin_6_140BPM_blackpanel_v7.0_t8.0_b3.0_wet,nam_only,crunch,-4.380076331440662,8.373390998738296,12.753467330178959,0.04970507,0.019787602,1.9509426355361938,0.934229850769043,97.79920112255073,34.71249249819571
dataset4_Ibanez_2820_fast_latin_latin_6_140BPM_chime_bass5p0_cut5p0_treble5p0_volume7p0_wet,unknown,unknown,-5.8918999259338065,6.596515122567838,12.488415048501643,0.052125838,0.02404601,1.96792733669281,0.9021509289741516,90.2751529368613,39.09683292562123
dataset4_Ibanez_2820_fast_metal_metal_6_130BPM_blackpanel_v10.0_t5.0_b7.0_comp_amp_delay_reverb_13_wet,comp_amp_delay_reverb,cranked,-5.434803335616769,2.321440012535971,7.75624334815274,0.05686088,0.04730696,2.0521609783172607,1.4437822103500366,111.16593759553145,44.148409906831475
